x	y	Cell_class	Neuron_cluster_ID	z	bregma
-2914x4184	-2913.55963	4183.872573	Astrocyte		BST	-0.04
-2912x4210	-2912.462694	4209.647193	Inhibitory	I-23	BST	-0.04
-2903x4181	-2903.262282	4180.93061	Inhibitory	I-2	BST	-0.04
-2907x4050	-2907.022453	4050.271518	Inhibitory	I-2	MPN	-0.04
-2900x4141	-2900.161821	4141.189536	Inhibitory	I-11	BST	-0.04
-2904x4193	-2903.971484	4193.22333	Astrocyte		BST	-0.04
-2899x4081	-2898.531371	4081.05446	Astrocyte		BST	-0.04
-2900x4105	-2899.764959	4104.571985	OD Immature 1		BST	-0.04
-2881x4065	-2881.471741	4064.997558	Inhibitory	I-9	BST	-0.04
-2871x4119	-2870.503681	4119.321295	Inhibitory	I-1	BST	-0.04
-2864x4028	-2864.101875	4027.882607	Inhibitory	I-2	MPN	-0.04
-2858x4167	-2858.23984	4167.35191	Endothelial 3		BST	-0.04
-2856x4031	-2855.928749	4031.329437	Astrocyte		MPN	-0.04
-2857x4139	-2856.954746	4139.418598	Inhibitory	I-2	BST	-0.04
-2850x4074	-2850.117893	4073.939278	Astrocyte		BST	-0.04
-3015x4030	-3014.760719	4030.151175	OD Mature 2		MPN	-0.04
-3003x4117	-3003.286798	4117.469672	Inhibitory	I-12	MPN	-0.04
-2974x4168	-2974.138274	4168.288739	Endothelial 1		BST	-0.04
-2955x4088	-2954.784132	4087.932366	OD Immature 1		MPN	-0.04
-2929x4156	-2929.496245	4155.726081	Inhibitory	I-1	BST	-0.04
-2966x4131	-2965.791655	4130.690415	OD Mature 2		MPN	-0.04
-2875x4185	-2875.383998	4185.356313	Inhibitory	I-24	BST	-0.04
-2865x4083	-2864.637094	4082.618887	Inhibitory	I-1	BST	-0.04
-3008x4109	-3008.32912	4109.113712	Inhibitory	I-12	MPN	-0.04
-2876x4178	-2876.040576	4178.456069	Inhibitory	I-24	BST	-0.04
-2864x4109	-2864.103628	4108.712117	Inhibitory	I-1	BST	-0.04
-3008x4124	-3007.953463	4123.825746	Inhibitory	I-13	MPN	-0.04
-2919x4127	-2919.379388	4126.747311	Inhibitory	I-13	BST	-0.04
-2867x4052	-2867.35914	4051.524111	OD Immature 1		MPN	-0.04
-2845x4192	-2845.009953	4191.947317	Astrocyte		BST	-0.04
-2875x4167	-2875.183815	4166.797746	Inhibitory	I-27	BST	-0.04
-3025x4335	-3024.617061	4335.306013	Inhibitory	I-18	BST	-0.04
-3019x4405	-3019.498419	4405.095138	Endothelial 1		BST	-0.04
-3004x4319	-3004.396813	4318.84495	Inhibitory	I-9	BST	-0.04
-3001x4403	-3001.464017	4402.870216	Inhibitory	I-33	BST	-0.04
-2997x4261	-2996.818461	4260.690773	Excitatory	E-4	BST	-0.04
-2989x4358	-2989.444624	4357.583398	Endothelial 1		BST	-0.04
-2989x4391	-2988.942963	4391.373332	Excitatory	E-28	BST	-0.04
-2984x4336	-2984.49449	4336.00899	Inhibitory	I-1	BST	-0.04
-2979x4244	-2979.345065	4244.087667	Inhibitory	I-13	BST	-0.04
-2976x4382	-2976.119629	4381.60996	Inhibitory	I-11	BST	-0.04
-2964x4330	-2964.020651	4329.559082	Inhibitory	I-9	BST	-0.04
-2959x4227	-2959.327684	4227.022969	Astrocyte		BST	-0.04
-2955x4257	-2955.478624	4256.560111	Astrocyte		BST	-0.04
-2947x4272	-2946.797622	4272.127839	Astrocyte		BST	-0.04
-2941x4275	-2941.354324	4274.848604	Astrocyte		BST	-0.04
-2934x4308	-2934.239306	4307.602337	Inhibitory	I-24	BST	-0.04
-2927x4268	-2926.869229	4268.373217	Inhibitory	I-9	BST	-0.04
-2921x4383	-2920.509705	4383.267886	Astrocyte		BST	-0.04
-2916x4248	-2916.09118	4248.328019	Inhibitory	I-13	BST	-0.04
-2912x4271	-2911.848093	4271.117752	Inhibitory	I-12	BST	-0.04
-2909x4223	-2908.531022	4222.542188	Inhibitory	I-13	BST	-0.04
-2907x4373	-2907.003457	4373.232968	Inhibitory	I-13	BST	-0.04
-2902x4341	-2902.264036	4341.380735	Endothelial 3		BST	-0.04
-2892x4327	-2891.641405	4326.983311	Inhibitory	I-9	BST	-0.04
-2887x4312	-2887.042539	4311.760812	Inhibitory	I-23	BST	-0.04
-2886x4267	-2886.364444	4266.757699	OD Immature 1		BST	-0.04
-2885x4401	-2885.13353	4401.386258	Astrocyte		BST	-0.04
-2878x4308	-2878.397417	4307.727078	Inhibitory	I-13	BST	-0.04
-2871x4354	-2870.995927	4353.937338	Excitatory	E-23	BST	-0.04
-2864x4232	-2863.757618	4232.324622	Microglia		BST	-0.04
-2860x4331	-2860.030434	4330.708399	Inhibitory	I-27	BST	-0.04
-2863x4349	-2862.515534	4349.391197	Excitatory	E-23	BST	-0.04
-2852x4377	-2851.504773	4377.003861	Endothelial 1		BST	-0.04
-3024x4268	-3024.41939	4268.425909	OD Immature 1		BST	-0.04
-3004x4288	-3003.594214	4287.627066	Astrocyte		BST	-0.04
-2998x4313	-2997.982094	4313.0572	OD Mature 4		BST	-0.04
-2954x4362	-2953.564445	4362.090831	Inhibitory	I-23	BST	-0.04
-2950x4322	-2949.916827	4322.125046	Inhibitory	I-23	BST	-0.04
-2900x4245	-2899.640871	4245.236578	Inhibitory	I-7	BST	-0.04
-2859x4258	-2859.46638	4257.754964	Inhibitory	I-13	BST	-0.04
-3024x4359	-3024.421152	4359.031051	Inhibitory	I-9	BST	-0.04
-2997x4362	-2997.260934	4361.521052	Inhibitory	I-33	BST	-0.04
-2901x4408	-2900.964811	4408.068179	Inhibitory	I-25	BST	-0.04
-2892x4285	-2892.211916	4284.60055	Inhibitory	I-9	BST	-0.04
-2887x4386	-2887.298369	4385.638488	Microglia		BST	-0.04
-2884x4289	-2884.165422	4288.820538	Astrocyte		BST	-0.04
-2859x4396	-2859.182769	4395.966429	Inhibitory	I-1	BST	-0.04
-2985x4256	-2984.970465	4256.367521	Inhibitory	I-24	BST	-0.04
-2969x4265	-2968.981483	4265.363007	Inhibitory	I-13	BST	-0.04
-2915x4362	-2915.413715	4362.280903	Astrocyte		BST	-0.04
-2895x4223	-2894.816908	4223.297772	Inhibitory	I-1	BST	-0.04
-3026x4312	-3026.393406	4312.488487	Inhibitory	I-24	BST	-0.04
-3000x4411	-3000.345387	4410.941872	Astrocyte		BST	-0.04
-2939x4252	-2938.546439	4252.257215	Inhibitory	I-1	BST	-0.04
-3031x4451	-3030.676654	4451.090486	Inhibitory	I-9	BST	-0.04
-3024x4516	-3023.889257	4515.510471	Inhibitory	I-24	BST	-0.04
-3022x4482	-3022.328713	4482.251327	Astrocyte		BST	-0.04
-3020x4591	-3019.704109	4590.831597	OD Immature 1		BST	-0.04
-3021x4562	-3021.398573	4562.380252	Inhibitory	I-1	BST	-0.04
-3018x4536	-3018.125078	4535.523507	Inhibitory	I-24	BST	-0.04
-3007x4577	-3007.01846	4577.481609	Inhibitory	I-18	BST	-0.04
-2999x4469	-2999.339374	4468.690199	Inhibitory	I-9	BST	-0.04
-2994x4592	-2993.733268	4591.969247	Microglia		BST	-0.04
-2993x4485	-2992.639538	4484.858969	Inhibitory	I-2	BST	-0.04
-2984x4554	-2983.675028	4553.899696	Inhibitory	I-23	BST	-0.04
-2980x4523	-2979.757664	4522.707922	Excitatory	E-13	BST	-0.04
-2976x4447	-2975.987778	4446.501144	Inhibitory	I-23	BST	-0.04
-2968x4432	-2967.846951	4432.498855	Endothelial 3		BST	-0.04
-2967x4474	-2966.625902	4473.657918	Inhibitory	I-1	BST	-0.04
-2965x4532	-2965.12557	4532.205586	Endothelial 1		BST	-0.04
-2962x4463	-2962.339383	4462.707602	Inhibitory	I-9	BST	-0.04
-2956x4587	-2955.93741	4586.609015	Astrocyte		BST	-0.04
-2953x4573	-2953.317802	4572.657471	Inhibitory	I-9	BST	-0.04
-2950x4596	-2950.466652	4595.654223	OD Immature 1		BST	-0.04
-2941x4428	-2941.31355	4428.231235	Endothelial 1		BST	-0.04
-2937x4553	-2936.653207	4553.089874	Astrocyte		BST	-0.04
-2927x4605	-2927.398845	4604.616711	Excitatory	E-4	BST	-0.04
-2921x4556	-2921.238387	4555.997955	Inhibitory	I-9	BST	-0.04
-2922x4492	-2922.237244	4491.862414	Inhibitory	I-9	BST	-0.04
-2915x4466	-2915.058426	4465.901528	OD Mature 2		BST	-0.04
-2911x4529	-2911.272722	4529.45087	Inhibitory	I-25	BST	-0.04
-2904x4569	-2904.104171	4568.759948	Inhibitory	I-13	BST	-0.04
-2901x4505	-2900.946481	4504.921924	Endothelial 1		BST	-0.04
-2891x4587	-2890.883714	4586.565749	Excitatory	E-7	BST	-0.04
-2881x4515	-2880.908329	4515.082104	Astrocyte		BST	-0.04
-2871x4427	-2870.663429	4427.005176	Excitatory	E-28	BST	-0.04
-2873x4522	-2873.339979	4521.803206	Inhibitory	I-18	BST	-0.04
-2869x4420	-2868.832153	4420.365665	OD Immature 1		BST	-0.04
-2866x4475	-2866.23659	4474.65891	OD Immature 1		BST	-0.04
-2863x4446	-2863.439533	4445.619718	Inhibitory	I-23	BST	-0.04
-2855x4587	-2854.68009	4586.762461	Inhibitory	I-9	BST	-0.04
-2852x4567	-2852.299585	4567.075446	Excitatory	E-4	BST	-0.04
-2852x4460	-2852.391613	4459.546804	Endothelial 1		BST	-0.04
-2971x4501	-2971.194414	4500.767216	OD Mature 2		BST	-0.04
-2970x4586	-2969.533934	4586.057481	Inhibitory	I-9	BST	-0.04
-2874x4562	-2873.883871	4561.836521	Inhibitory	I-13	BST	-0.04
-2864x4554	-2864.240705	4554.406993	Excitatory	E-4	BST	-0.04
-2862x4434	-2861.985097	4434.31283	Inhibitory	I-27	BST	-0.04
-2857x4501	-2857.311215	4501.355018	Astrocyte		BST	-0.04
-3001x4485	-3001.032819	4485.033529	Inhibitory	I-13	BST	-0.04
-2996x4553	-2996.239344	4552.58564	Inhibitory	I-23	BST	-0.04
-2988x4569	-2988.080081	4569.290252	Endothelial 1		BST	-0.04
-2983x4459	-2982.760232	4459.399185	Inhibitory	I-23	BST	-0.04
-2938x4432	-2937.902642	4432.445088	Endothelial 1		BST	-0.04
-2937x4532	-2937.096241	4532.084133	Pericytes		BST	-0.04
-2924x4589	-2923.972339	4588.685441	OD Immature 1		BST	-0.04
-2907x4511	-2906.652043	4510.721704	Endothelial 1		BST	-0.04
-2899x4551	-2899.01954	4550.697073	Inhibitory	I-23	BST	-0.04
-2855x4528	-2855.360657	4528.180199	Inhibitory	I-1	BST	-0.04
-2954x4522	-2953.900642	4521.983252	OD Immature 1		BST	-0.04
-2943x4538	-2942.784015	4538.10188	Microglia		BST	-0.04
-2894x4466	-2894.288507	4465.829927	Endothelial 3		BST	-0.04
-2869x4543	-2869.010768	4543.434929	Inhibitory	I-2	BST	-0.04
-3005x4503	-3005.076264	4503.071484	Inhibitory	I-1	BST	-0.04
-2978x4443	-2977.793767	4442.816697	Inhibitory	I-6	BST	-0.04
-2961x4491	-2960.998602	4490.855498	Astrocyte		BST	-0.04
-2955x4552	-2954.922523	4551.836205	Inhibitory	I-23	BST	-0.04
-2943x4424	-2943.309636	4423.784045	Inhibitory	I-9	BST	-0.04
-2897x4520	-2896.932593	4519.950907	Excitatory	E-4	BST	-0.04
-2881x4495	-2881.366434	4494.732318	Inhibitory	I-18	BST	-0.04
-2847x4596	-2847.227164	4596.376531	Inhibitory	I-2	BST	-0.04
-2831x4500	-2831.463012	4499.989966	Inhibitory	I-25	BST	-0.04
-2826x4463	-2826.119707	4463.255471	Inhibitory	I-2	BST	-0.04
-2819x4503	-2819.460172	4502.672213	Excitatory	E-4	BST	-0.04
-2817x4583	-2817.026871	4582.805517	Inhibitory	I-2	BST	-0.04
-2815x4478	-2815.3487	4477.567688	Excitatory	E-6	BST	-0.04
-2813x4598	-2813.317653	4598.43528	Inhibitory	I-2	BST	-0.04
-2814x4565	-2814.202194	4565.121984	OD Immature 1		BST	-0.04
-2812x4538	-2812.272853	4537.639678	Excitatory	E-6	BST	-0.04
-2810x4495	-2810.390231	4494.890515	Inhibitory	I-2	BST	-0.04
-2807x4431	-2806.799862	4431.38107	Inhibitory	I-2	BST	-0.04
-2794x4444	-2793.909452	4444.221961	Astrocyte		BST	-0.04
-2790x4594	-2789.949925	4594.340829	Excitatory	E-3	BST	-0.04
-2790x4600	-2789.76686	4599.970118	Astrocyte		BST	-0.04
-2789x4430	-2789.23149	4429.92869	OD Immature 1		BST	-0.04
-2788x4524	-2787.8214	4524.134497	Astrocyte		BST	-0.04
-2786x4462	-2785.649216	4462.305239	Inhibitory	I-13	BST	-0.04
-2777x4441	-2777.493667	4440.646041	OD Mature 2		BST	-0.04
-2770x4522	-2770.000837	4522.464616	Inhibitory	I-18	BST	-0.04
-2768x4550	-2767.547944	4549.765789	Inhibitory	I-27	BST	-0.04
-2759x4581	-2759.309303	4581.155342	Endothelial 3		BST	-0.04
-2749x4513	-2748.920818	4513.183976	Excitatory	E-13	BST	-0.04
-2746x4536	-2746.265822	4535.733773	Inhibitory	I-9	BST	-0.04
-2737x4563	-2737.384365	4562.512039	Excitatory	E-22	fx	-0.04
-2731x4470	-2730.712114	4469.747325	Astrocyte		fx	-0.04
-2728x4436	-2727.548157	4436.168081	Inhibitory	I-33	BST	-0.04
-2721x4494	-2721.491671	4493.960007	Astrocyte		fx	-0.04
-2706x4537	-2705.709586	4536.866798	OD Mature 2		fx	-0.04
-2700x4457	-2700.426346	4456.594788	OD Mature 2		fx	-0.04
-2695x4481	-2694.661385	4480.591298	Endothelial 1		fx	-0.04
-2692x4424	-2691.701069	4424.059208	Inhibitory	I-1	BST	-0.04
-2670x4537	-2670.180196	4536.526078	Excitatory	E-10	fx	-0.04
-2663x4464	-2662.578191	4464.097622	Microglia		fx	-0.04
-2653x4545	-2652.577315	4545.091597	OD Mature 2		fx	-0.04
-2779x4511	-2778.831031	4510.955244	Inhibitory	I-9	BST	-0.04
-2722x4520	-2722.280767	4519.838812	OD Mature 2		fx	-0.04
-2721x4442	-2721.078743	4442.294352	Excitatory	E-13	fx	-0.04
-2696x4448	-2696.287446	4448.325096	OD Mature 2		fx	-0.04
-2659x4538	-2658.626284	4537.640398	Endothelial 3		fx	-0.04
-2652x4603	-2652.228644	4603.144283	OD Mature 2		fx	-0.04
-2648x4478	-2647.736406	4478.351401	OD Mature 2		fx	-0.04
-2823x4555	-2822.696168	4555.423971	Astrocyte		BST	-0.04
-2811x4514	-2811.037878	4514.350344	Inhibitory	I-2	BST	-0.04
-2726x4529	-2726.024896	4529.03423	Inhibitory	I-1	fx	-0.04
-2696x4473	-2696.29761	4473.058113	OD Mature 2		fx	-0.04
-2672x4505	-2671.564601	4504.748191	Excitatory	E-10	fx	-0.04
-2660x4588	-2659.73189	4588.072332	Excitatory	E-10	fx	-0.04
-2792x4548	-2792.010393	4547.830192	Inhibitory	I-1	BST	-0.04
-2727x4597	-2727.428433	4597.291869	OD Mature 1		fx	-0.04
-2728x4592	-2728.429955	4591.912034	OD Mature 2		fx	-0.04
-2686x4444	-2686.017141	4443.648231	OD Mature 2		fx	-0.04
-2674x4606	-2673.563985	4606.313836	OD Mature 2		fx	-0.04
-2832x4511	-2832.370704	4510.785738	Inhibitory	I-2	BST	-0.04
-2820x4427	-2820.187638	4427.243045	Inhibitory	I-18	BST	-0.04
-2815x4484	-2814.505023	4484.159073	Inhibitory	I-8	BST	-0.04
-2812x4454	-2811.702735	4453.895569	Inhibitory	I-18	BST	-0.04
-2761x4540	-2761.290291	4540.093712	Inhibitory	I-3	BST	-0.04
-2756x4563	-2755.781563	4563.394785	Inhibitory	I-10	BST	-0.04
-2694x4575	-2694.412134	4575.335564	OD Mature 2		fx	-0.04
-2669x4454	-2668.909929	4453.60095	OD Mature 2		fx	-0.04
-2821x4368	-2820.76918	4367.991739	Inhibitory	I-13	BST	-0.04
-2817x4401	-2817.084561	4400.839456	Inhibitory	I-13	BST	-0.04
-2816x4338	-2815.561927	4337.971246	Inhibitory	I-9	BST	-0.04
-2813x4259	-2812.577679	4259.484323	Inhibitory	I-18	BST	-0.04
-2813x4225	-2812.663604	4224.551971	Inhibitory	I-2	BST	-0.04
-2804x4237	-2803.561454	4237.023508	Inhibitory	I-14	BST	-0.04
-2800x4389	-2800.451445	4388.601197	Astrocyte		BST	-0.04
-2796x4354	-2795.539854	4354.454242	Inhibitory	I-2	BST	-0.04
-2793x4310	-2792.945668	4309.979158	Astrocyte		BST	-0.04
-2790x4347	-2789.562496	4347.026023	Inhibitory	I-9	BST	-0.04
-2789x4243	-2788.971103	4242.988564	Inhibitory	I-18	BST	-0.04
-2787x4258	-2787.120666	4257.715822	Inhibitory	I-2	BST	-0.04
-2786x4226	-2785.789679	4226.397632	Inhibitory	I-2	BST	-0.04
-2780x4316	-2779.531993	4316.151567	Inhibitory	I-2	BST	-0.04
-2769x4386	-2768.908665	4386.199198	Inhibitory	I-1	BST	-0.04
-2772x4353	-2771.960138	4352.780195	Inhibitory	I-2	BST	-0.04
-2764x4250	-2764.233559	4250.334349	Inhibitory	I-23	BST	-0.04
-2760x4398	-2759.926097	4398.091171	Endothelial 1		BST	-0.04
-2757x4224	-2756.876107	4223.943658	Inhibitory	I-13	BST	-0.04
-2754x4261	-2754.015649	4261.444336	Inhibitory	I-2	BST	-0.04
-2747x4323	-2746.520366	4322.813008	Inhibitory	I-1	BST	-0.04
-2748x4291	-2747.589396	4290.94051	Inhibitory	I-13	BST	-0.04
-2744x4272	-2743.902811	4271.851791	Inhibitory	I-9	BST	-0.04
-2743x4406	-2743.358634	4406.470453	Excitatory	E-14	BST	-0.04
-2738x4302	-2738.030304	4301.739407	Inhibitory	I-9	BST	-0.04
-2738x4270	-2737.64548	4270.431745	Endothelial 1		BST	-0.04
-2724x4286	-2724.070808	4285.819681	Inhibitory	I-2	BST	-0.04
-2724x4261	-2724.218623	4261.476086	Inhibitory	I-13	BST	-0.04
-2716x4237	-2715.517897	4237.357595	Inhibitory	I-27	BST	-0.04
-2713x4358	-2713.288423	4357.572138	Astrocyte		BST	-0.04
-2707x4245	-2707.250117	4245.186322	Excitatory	E-16	BST	-0.04
-2700x4307	-2699.62077	4306.574411	Inhibitory	I-23	BST	-0.04
-2691x4279	-2691.101181	4279.167987	Inhibitory	I-18	BST	-0.04
-2685x4369	-2685.134753	4369.139811	Microglia		fx	-0.04
-2671x4238	-2671.140853	4238.46067	Excitatory	E-18	BST	-0.04
-2657x4363	-2657.348264	4363.244555	Astrocyte		fx	-0.04
-2658x4348	-2658.130055	4348.428558	Astrocyte		fx	-0.04
-2655x4235	-2655.011125	4235.001212	Astrocyte		BST	-0.04
-2656x4262	-2656.242768	4262.012454	OD Immature 1		PVH	-0.04
-2655x4324	-2654.648864	4323.694756	Excitatory	E-13	fx	-0.04
-2654x4395	-2653.902669	4394.809631	Excitatory	E-13	fx	-0.04
-2656x4285	-2655.785087	4285.033679	Endothelial 1		PVH	-0.04
-2647x4280	-2647.223006	4280.102214	Astrocyte		PVH	-0.04
-2828x4309	-2827.531488	4309.263971	Inhibitory	I-27	BST	-0.04
-2829x4340	-2828.888054	4340.282628	Inhibitory	I-2	BST	-0.04
-2824x4284	-2824.112864	4284.00369	Endothelial 1		BST	-0.04
-2811x4307	-2811.250714	4307.444747	Inhibitory	I-34	BST	-0.04
-2696x4339	-2696.044068	4339.418094	Inhibitory	I-13	BST	-0.04
-2780x4408	-2780.207268	4407.925518	Endothelial 1		BST	-0.04
-2757x4282	-2757.473322	4282.173356	Excitatory	E-16	BST	-0.04
-2740x4370	-2740.164337	4369.69358	Astrocyte		BST	-0.04
-2715x4310	-2715.148293	4309.819334	Astrocyte		BST	-0.04
-2696x4369	-2696.183698	4368.529615	Excitatory	E-25	fx	-0.04
-2696x4258	-2695.730548	4258.094669	Inhibitory	I-27	BST	-0.04
-2677x4256	-2676.648471	4256.20139	Inhibitory	I-2	BST	-0.04
-2814x4273	-2814.131589	4273.297238	OD Immature 1		BST	-0.04
-2791x4297	-2791.073383	4296.892718	Inhibitory	I-2	BST	-0.04
-2775x4276	-2774.894202	4275.895948	Inhibitory	I-14	BST	-0.04
-2768x4261	-2768.477938	4261.250164	Inhibitory	I-27	BST	-0.04
-2766x4329	-2765.834815	4329.287654	Astrocyte		BST	-0.04
-2755x4245	-2755.105046	4244.611945	Inhibitory	I-25	BST	-0.04
-2748x4326	-2748.357744	4325.746287	Inhibitory	I-1	BST	-0.04
-2667x4378	-2666.877692	4377.788002	Excitatory	E-13	fx	-0.04
-2812x4127	-2812.323273	4127.428964	Endothelial 1		BST	-0.04
-2812x4165	-2812.452383	4164.727019	Excitatory	E-12	BST	-0.04
-2805x4046	-2804.578145	4045.977123	Inhibitory	I-2	BST	-0.04
-2806x4196	-2806.085993	4195.749638	OD Immature 1		BST	-0.04
-2794x4031	-2793.577659	4031.321841	Inhibitory	I-23	BST	-0.04
-2783x4104	-2783.411537	4103.537578	Astrocyte		BST	-0.04
-2777x4126	-2776.97195	4126.439949	Inhibitory	I-2	BST	-0.04
-2772x4046	-2771.906508	4045.601019	Astrocyte		BST	-0.04
-2769x4137	-2769.106194	4137.134895	Endothelial 1		BST	-0.04
-2767x4098	-2767.078473	4098.141074	Inhibitory	I-13	BST	-0.04
-2762x4058	-2762.205388	4058.18338	Inhibitory	I-34	BST	-0.04
-2755x4077	-2754.684568	4077.067019	Inhibitory	I-13	BST	-0.04
-2750x4202	-2749.775189	4201.807975	Endothelial 1		BST	-0.04
-2750x4025	-2750.365553	4024.539568	Inhibitory	I-13	BST	-0.04
-2747x4178	-2746.637886	4177.6727	Inhibitory	I-12	BST	-0.04
-2740x4159	-2740.065421	4159.266218	Inhibitory	I-13	BST	-0.04
-2741x4028	-2741.085214	4027.817125	Inhibitory	I-18	BST	-0.04
-2734x4118	-2733.938946	4117.916387	Inhibitory	I-34	BST	-0.04
-2731x4183	-2731.453828	4182.817972	Inhibitory	I-11	BST	-0.04
-2730x4083	-2730.449794	4082.91832	Astrocyte		BST	-0.04
-2727x4112	-2726.800115	4112.309344	Inhibitory	I-2	BST	-0.04
-2715x4064	-2715.408801	4064.445254	Excitatory	E-7	BST	-0.04
-2717x4093	-2716.961362	4092.51195	Inhibitory	I-2	BST	-0.04
-2716x4205	-2715.982416	4204.644419	Inhibitory	I-24	BST	-0.04
-2705x4175	-2704.720042	4175.143443	OD Immature 1		BST	-0.04
-2698x4050	-2698.008935	4049.832441	Inhibitory	I-2	BST	-0.04
-2696x4023	-2695.561191	4022.746985	Inhibitory	I-13	BST	-0.04
-2687x4187	-2687.072784	4187.164377	Inhibitory	I-2	BST	-0.04
-2691x4045	-2691.143726	4045.13517	Inhibitory	I-2	BST	-0.04
-2677x4031	-2676.526295	4031.433922	Endothelial 1		BST	-0.04
-2669x4133	-2669.149357	4132.520417	Inhibitory	I-2	BST	-0.04
-2657x4078	-2657.008644	4077.720638	Inhibitory	I-2	BST	-0.04
-2660x4136	-2660.213147	4136.414903	Inhibitory	I-2	BST	-0.04
-2658x4038	-2657.948078	4038.481488	Inhibitory	I-2	BST	-0.04
-2652x4026	-2651.977166	4025.629494	Inhibitory	I-24	BST	-0.04
-2830x4079	-2830.438634	4078.588959	OD Mature 2		BST	-0.04
-2827x4170	-2827.405576	4170.477138	Inhibitory	I-2	BST	-0.04
-2781x4160	-2780.575062	4159.571857	Inhibitory	I-27	BST	-0.04
-2748x4099	-2747.530591	4099.355231	Inhibitory	I-2	BST	-0.04
-2709x4192	-2709.270394	4191.816128	Inhibitory	I-9	BST	-0.04
-2690x4129	-2690.27422	4128.53595	Astrocyte		BST	-0.04
-2659x4189	-2659.071603	4188.651157	Inhibitory	I-23	BST	-0.04
-2657x4175	-2657.475362	4175.111722	Inhibitory	I-2	BST	-0.04
-2822x4106	-2821.98105	4105.518827	Inhibitory	I-2	BST	-0.04
-2806x4150	-2805.994589	4149.874042	Inhibitory	I-13	BST	-0.04
-2790x4171	-2789.911781	4171.078392	Inhibitory	I-13	BST	-0.04
-2786x4199	-2786.119762	4199.265603	Inhibitory	I-1	BST	-0.04
-2780x4061	-2779.648729	4060.865496	Inhibitory	I-13	BST	-0.04
-2767x4043	-2766.522265	4043.426875	Inhibitory	I-1	BST	-0.04
-2755x4129	-2755.426607	4128.717249	Excitatory	E-16	BST	-0.04
-2753x4191	-2753.295838	4191.119559	Astrocyte		BST	-0.04
-2735x4144	-2735.462107	4143.82035	Inhibitory	I-13	BST	-0.04
-2720x4176	-2720.380717	4176.468823	Astrocyte		BST	-0.04
-2701x4123	-2700.616656	4123.329366	Excitatory	E-13	BST	-0.04
-2698x4100	-2697.770269	4100.356866	Inhibitory	I-2	BST	-0.04
-2696x4208	-2695.535222	4207.565574	OD Mature 2		BST	-0.04
-2688x4100	-2688.115837	4100.344087	Inhibitory	I-2	BST	-0.04
-2816x4059	-2816.140574	4059.244878	Inhibitory	I-27	BST	-0.04
-2787x4074	-2786.921031	4073.754574	Astrocyte		BST	-0.04
-2668x4107	-2667.635011	4106.855875	Excitatory	E-4	BST	-0.04
-2661x4107	-2660.562213	4106.925053	Inhibitory	I-10	BST	-0.04
-2778x4031	-2777.808423	4031.317825	Inhibitory	I-13	BST	-0.04
-2762x4025	-2762.128518	4024.831956	Inhibitory	I-2	BST	-0.04
-2734x4030	-2733.925426	4030.38197	Inhibitory	I-25	BST	-0.04
-2722x4047	-2722.30861	4046.952227	Inhibitory	I-13	BST	-0.04
-2719x4135	-2719.013002	4134.746982	Excitatory	E-4	BST	-0.04
-2703x4147	-2702.554247	4147.366921	Inhibitory	I-1	BST	-0.04
-2694x4190	-2693.661572	4190.010506	Inhibitory	I-2	BST	-0.04
-2670x4152	-2669.886831	4152.292932	Inhibitory	I-13	BST	-0.04
-2662x4125	-2661.970439	4125.167528	Inhibitory	I-34	BST	-0.04
-2653x4052	-2652.879629	4052.215904	Inhibitory	I-2	BST	-0.04
-2652x4115	-2651.690035	4115.109062	Inhibitory	I-2	BST	-0.04
-2830x3972	-2829.535227	3971.887001	Inhibitory	I-9	MPN	-0.04
-2827x3927	-2826.904814	3927.362701	Inhibitory	I-12	MPN	-0.04
-2826x3985	-2826.133908	3985.496583	Astrocyte		MPN	-0.04
-2822x3853	-2821.845916	3852.688636	Inhibitory	I-1	MPN	-0.04
-2820x3866	-2819.940216	3866.112237	Astrocyte		MPN	-0.04
-2816x3841	-2815.762825	3841.00355	Inhibitory	I-12	MPN	-0.04
-2818x3995	-2817.775682	3994.788978	Inhibitory	I-12	MPN	-0.04
-2814x3958	-2814.278818	3958.179875	Astrocyte		MPN	-0.04
-2812x3903	-2811.515582	3903.255292	Inhibitory	I-1	MPN	-0.04
-2810x3986	-2809.999995	3985.614381	Inhibitory	I-12	MPN	-0.04
-2809x3896	-2809.013925	3895.742328	Endothelial 1		MPN	-0.04
-2808x3866	-2807.657713	3865.528622	Astrocyte		MPN	-0.04
-2801x3858	-2800.891866	3858.02867	Inhibitory	I-11	MPN	-0.04
-2796x3966	-2795.750095	3965.704802	Inhibitory	I-12	MPN	-0.04
-2795x3841	-2794.741706	3841.363969	Inhibitory	I-1	MPN	-0.04
-2796x3823	-2796.433797	3823.476616	Inhibitory	I-1	MPN	-0.04
-2792x3945	-2792.493998	3945.406265	Inhibitory	I-1	MPN	-0.04
-2790x3936	-2789.794859	3936.086424	Inhibitory	I-1	MPN	-0.04
-2786x3895	-2786.111517	3895.457007	Inhibitory	I-2	MPN	-0.04
-2788x3992	-2788.456195	3992.114958	Inhibitory	I-1	BST	-0.04
-2776x3844	-2775.504033	3844.00627	Inhibitory	I-15	MPN	-0.04
-2770x3887	-2770.134448	3886.830745	Excitatory	E-13	MPN	-0.04
-2752x3977	-2751.500808	3977.39432	Inhibitory	I-11	BST	-0.04
